Gender,UC Student Status,Birthday,Participant Category,University or School Name,Expertise Area,TPA Score,Portofolio Score,Interview Score,Total Score,Accepted
Male,Yes,11/25/1998,Active Student or Fresh Graduate,(UC) Universitas Ciputra Surabaya,Domain Expert,26,40,68,43,No
Male,No,3/16/2001,Active Student or Fresh Graduate,SMK Negeri 1 Surabaya,Tech / IT / IS,51,47,54,51,No
Male,No,8/4/2001,Active Student or Fresh Graduate,Dankook University,Tech / IT / IS,77,53,52,62,No
Female,Yes,7/30/1994,Professional Workers,(UC) Universitas Ciputra Surabaya,Design,19,50,62,41,No
Male,No,1/19/2000,Active Student or Fresh Graduate,(UNHAS) Universitas Hasanuddin,Design,42,50,54,48,No
Male,No,12/6/1998,Active Student or Fresh Graduate,(ITS) Institut Teknologi Sepuluh Nopember,Tech / IT / IS,75,53,60,64,No
Male,Yes,7/14/1997,Active Student or Fresh Graduate,(UB) Universitas Brawijaya,Tech / IT / IS,59,33,64,53,No
Male,No,8/4/1999,Active Student or Fresh Graduate,(ITERA) Institut Teknologi Sumatera,Tech / IT / IS,55,67,60,60,No
Male,No,4/3/1999,Active Student or Fresh Graduate,(UNISBANK) UNIVERSITAS STIKUBANK SEMARANG,Tech / IT / IS,75,60,64,67,No
Female,No,10/6/1997,Professional Workers,Petra Christian University,Domain Expert,58,60,62,60,No
Male,No,3/16/1995,Professional Workers,Politeknik Pratama Mulia Surakarta,Tech / IT / IS,56,47,56,53,No
Male,No,9/23/1994,Professional Workers,Maranatha Christian University Bandung,Tech / IT / IS,52,40,68,53,No
Male,Yes,8/11/1999,Active Student or Fresh Graduate,(UC) Universitas Ciputra Surabaya,Domain Expert,34,20,68,40,No
Male,No,10/2/1999,Active Student or Fresh Graduate,Universitas Kristen Petra (UKP),Tech / IT / IS,68,40,58,57,No
Female,Yes,8/14/2001,Active Student or Fresh Graduate,(UC) Universitas Ciputra Surabaya,Design,48,43,64,51,No
Male,No,4/30/1995,Active Student or Fresh Graduate,(ITS) Institut Teknologi Sepuluh Nopember,Domain Expert,43,60,66,55,No
Female,No,9/24/1998,Active Student or Fresh Graduate,,Design,44,40,82,54,No
Female,No,5/27/1993,Professional Workers,Universitas Komputer Indonesia,Tech / IT / IS,51,40,60,50,No
Male,No,10/14/1997,Active Student or Fresh Graduate,Universitas Kristen Petra,Design,43,13,74,43,No
Male,Yes,7/22/1999,Active Student or Fresh Graduate,(UC) Universitas Ciputra Surabaya,Design,31,37,58,41,No
Female,No,3/18/1996,Professional Workers,Universitas Airlangga,Tech / IT / IS,62,40,56,54,No
Female,Yes,7/7/2001,Active Student or Fresh Graduate,(UC) Universitas Ciputra Surabaya,Design,40,53,66,52,No
Male,No,10/7/1996,Professional Workers,(PENS) Politeknik Elektronika Negeri Surabaya,Tech / IT / IS,60,40,50,51,No
Male,No,8/15/1997,Active Student or Fresh Graduate,Universitas Narotama,Domain Expert,42,40,74,51,No
Male,Yes,2/3/1999,Active Student or Fresh Graduate,(UC) Universitas Ciputra Surabaya,Domain Expert,28,20,78,41,No
Female,No,6/28/1992,Professional Workers,(UNAIR) Universitas Airlangga,Domain Expert,50,20,66,46,No
Female,Yes,8/22/2001,Active Student or Fresh Graduate,(UC) Universitas Ciputra Surabaya,Design,45,37,48,43,No
Male,No,10/5/1997,Active Student or Fresh Graduate,,Tech / IT / IS,56,47,54,53,No
Male,Yes,1/1/2000,Active Student or Fresh Graduate,(UC) Universitas Ciputra Surabaya,Design,47,50,86,60,No
Male,No,12/30/1995,Active Student or Fresh Graduate,Universitas Siliwangi (UNSIL),Tech / IT / IS,67,60,60,63,No
Male,No,7/8/1999,Active Student or Fresh Graduate,(UAYO) Universitas Amikom Jogjakarta,Tech / IT / IS,63,53,60,59,No
Male,No,11/5/1988,Professional Workers,Universitas Kristen Maranatha,Tech / IT / IS,50,33,60,48,No
Male,No,1/24/1966,Professional Workers,AMIK Bandung,Tech / IT / IS,53,40,36,44,No
Male,No,3/2/1999,Active Student or Fresh Graduate,"Universitas Pembangunan Nasional ""Veteran"" Yogyakarta",Design,42,40,70,50,No
Male,No,7/23/1990,Professional Workers,STIKOM Surabaya,Tech / IT / IS,54,27,56,46,No
Male,Yes,12/31/2001,Active Student or Fresh Graduate,(UC) Universitas Ciputra Surabaya,Tech / IT / IS,48,20,38,37,No
Male,No,9/23/2000,Active Student or Fresh Graduate,(UBAYA) Universitas Surabaya,Domain Expert,43,40,80,53,No
Female,No,1/23/1998,Active Student or Fresh Graduate,Universitas Airlangga,Tech / IT / IS,82,40,66,65,No
Male,No,5/27/1998,Active Student or Fresh Graduate,(UWKS) Universitas Wijaya Kusuma Surabaya,Tech / IT / IS,59,60,70,63,No
Male,Yes,7/24/1999,Active Student or Fresh Graduate,(UC) Universitas Ciputra Surabaya,Design,46,30,66,47,No
Male,Yes,7/7/1999,Active Student or Fresh Graduate,(UC) Universitas Ciputra Surabaya,Tech / IT / IS,43,20,60,41,No
Male,No,6/19/1999,Active Student or Fresh Graduate,(UNAIR) Universitas Airlangga,Tech / IT / IS,70,47,62,61,No
Male,No,6/16/1996,Active Student or Fresh Graduate,Politeknik Elektronika Negeri Surabaya,Design,41,50,60,49,No
Male,No,11/18/1999,Active Student or Fresh Graduate,(UBAYA) Universitas Surabaya,Domain Expert,50,20,62,45,No
Female,No,7/25/1995,Professional Workers,Universitas Kristen Petra Surabaya,Design,47,60,60,55,No
Male,No,7/9/1998,Active Student or Fresh Graduate,(ITATS) Institut Teknologi Adhi Tama Surabaya,Tech / IT / IS,53,60,52,55,No
Female,No,8/8/2000,Active Student or Fresh Graduate,(ISTTS) Institut Sains dan Teknologi Terpadu Surabaya,Tech / IT / IS,68,47,70,62,No
Male,No,3/9/1999,Active Student or Fresh Graduate,(UDINUS) Universitas Dian Nuswantoro Semarang,Tech / IT / IS,67,60,56,62,No
Male,Yes,2/13/1996,Active Student or Fresh Graduate,(UC) Universitas Ciputra Surabaya,Domain Expert,32,20,23,26,No
Male,No,3/29/1998,Active Student or Fresh Graduate,Universitas Brawijaya,Tech / IT / IS,56,27,70,51,No
Male,No,9/11/1999,Active Student or Fresh Graduate,Institut Teknologi Sepuluh Nopember Surabaya (ITS),Domain Expert,57,40,54,51,No
Female,Yes,11/18/1998,Active Student or Fresh Graduate,(UC) Universitas Ciputra Surabaya,Design,49,50,70,56,No
Female,No,2/8/1988,Professional Workers,(UNIBRAW) Universitas Brawijaya Malang,Domain Expert,41,40,60,46,No
Female,No,12/10/2000,Active Student or Fresh Graduate,(UKP) Universitas Kristen Petra Surabaya,Tech / IT / IS,62,53,66,61,No
Female,No,9/11/1999,Active Student or Fresh Graduate,Universitas Brawijaya,Domain Expert,43,40,66,49,No
Female,Yes,12/8/1997,Active Student or Fresh Graduate,(UC) Universitas Ciputra Surabaya,Domain Expert,28,20,64,36,No
Male,Yes,1/19/1997,Active Student or Fresh Graduate,,Domain Expert,42,40,78,52,No
Male,No,6/6/2000,Active Student or Fresh Graduate,,Design,41,30,76,48,No
Male,No,1/8/2000,Active Student or Fresh Graduate,(STIKOM BALI) ITB STIKOM Bali,Tech / IT / IS,57,47,66,57,No
Male,No,9/3/1996,Professional Workers,SMK Negeri Mojoagung,Tech / IT / IS,63,33,36,46,No
Male,No,4/26/2001,Active Student or Fresh Graduate,(ITS) Institut Teknologi Sepuluh Nopember Surabaya,Tech / IT / IS,71,27,72,58,No
Male,No,5/3/2001,Active Student or Fresh Graduate,(STIKOM BALI) ITB STIKOM Bali,Tech / IT / IS,58,20,54,45,No
Male,No,12/25/2000,Active Student or Fresh Graduate,(UNAIR) Universitas Airlangga Surabaya,Domain Expert,42,60,64,54,No
Male,No,6/10/2000,Active Student or Fresh Graduate,(UGM) Universitas Gadjah Mada Yogyakarta,Design,45,10,60,39,No
Female,Yes,3/9/1999,Active Student or Fresh Graduate,(UC) Universitas Ciputra Surabaya,Domain Expert,30,40,60,42,No
Female,No,10/11/2000,Active Student or Fresh Graduate,(UKP) Universitas Kristen Petra,Tech / IT / IS,65,60,56,61,No
Male,No,6/20/1999,Active Student or Fresh Graduate,(UBAYA) Universitas Surabaya,Domain Expert,50,20,74,48,No
Male,No,1/27/1998,Active Student or Fresh Graduate,(TEL-U) Telkom University,Design,53,60,66,59,No
Female,No,10/28/2000,Active Student or Fresh Graduate,(UKP) Universitas Kristen Petra Surabaya,Tech / IT / IS,70,60,74,68,No
Male,No,5/6/1998,Active Student or Fresh Graduate,Universitas Airlangga Surabaya,Tech / IT / IS,57,40,68,55,No
Male,No,6/3/1991,Professional Workers,Institut Teknologi dan Bisnis Asia Malang,Design,61,47,50,53,No
Female,Yes,1/26/2000,Active Student or Fresh Graduate,(UC) Universitas Ciputra Surabaya,Domain Expert,46,20,58,42,No
Female,No,8/11/1994,Active Student or Fresh Graduate,Universitas Katolik Soegijapranata,Design,53,33,58,49,No
Female,No,4/9/2002,Active Student or Fresh Graduate,Institut Teknologi dan Bisnis Asia Malang,Design,41,50,50,46,No
Male,No,9/18/1998,Active Student or Fresh Graduate,(UGM) Universitas Gadjah Mada Yogyakarta,Tech / IT / IS,54,60,70,61,No
Male,No,11/18/1980,Professional Workers,Universitas Kristen Petra,Design,41,10,62,38,No
Male,No,9/16/1998,Active Student or Fresh Graduate,Institut Teknologi Sepuluh Nopember,Tech / IT / IS,51,40,72,54,No
Male,Yes,5/29/1989,Professional Workers,(UC) Universitas Ciputra Surabaya,Domain Expert,48,20,86,51,No
Male,No,7/25/1984,Professional Workers,,Tech / IT / IS,66,40,56,55,No
Female,No,8/5/1999,Active Student or Fresh Graduate,(UBAYA) Universitas Surabaya,Domain Expert,56,20,78,52,No
Male,No,9/12/1993,Active Student or Fresh Graduate,STMIK(Sekolah Tinggi Manajemen dan Ilmu Komputer) Logika Medan,Tech / IT / IS,41,40,42,41,No
Male,No,3/29/1998,Active Student or Fresh Graduate,Institut Teknologi Bandung,Design,49,70,86,66,No
Male,No,7/21/1999,Active Student or Fresh Graduate,(PENS) Politeknik Elektronika Negeri Surabaya,Tech / IT / IS,67,60,58,62,No
Female,Yes,4/23/1998,Professional Workers,(UC) Universitas Ciputra Surabaya,Domain Expert,35,60,70,53,No
Male,Yes,7/9/2001,Active Student or Fresh Graduate,(UC) Universitas Ciputra Surabaya,Domain Expert,55,20,54,44,No
